0.80 0.10 -3.20 606.17
0.82 0.10 -3.20 5597.55
0.85 0.10 -3.20 1090.43
0.88 0.10 -3.20 658.44
0.90 0.10 -3.20 1310.22
0.93 0.10 -3.20 733.46
0.95 0.10 -3.20 2747.71
0.98 0.10 -3.20 776.83
1.00 0.10 -3.20 945.68
1.03 0.10 -3.20 8504.39
1.05 0.10 -3.20 990.10
1.08 0.10 -3.20 2608.07
1.10 0.10 -3.20 1853.96
1.12 0.10 -3.20 990.32
1.15 0.10 -3.20 6079.70
1.18 0.10 -3.20 3899.54
0.80 0.14 -3.20 2070.12
0.82 0.14 -3.20 145.84
0.85 0.14 -3.20 225.96
0.88 0.14 -3.20 267.00
0.90 0.14 -3.20 199.81
0.93 0.14 -3.20 858.78
0.95 0.14 -3.20 4793.24
0.98 0.14 -3.20 448.86
1.00 0.14 -3.20 1453.30
1.03 0.14 -3.20 656.17
1.05 0.14 -3.20 365.92
1.08 0.14 -3.20 1341.40
1.10 0.14 -3.20 620.10
1.12 0.14 -3.20 855.76
1.15 0.14 -3.20 1164.17
1.18 0.14 -3.20 3737.99
0.80 0.17 -3.20 94.06
0.82 0.17 -3.20 203.96
0.85 0.17 -3.20 60.74
0.88 0.17 -3.20 215.31
0.90 0.17 -3.20 168.10
0.93 0.17 -3.20 455.70
0.95 0.17 -3.20 812.90
0.98 0.17 -3.20 372.19
1.00 0.17 -3.20 491.67
1.03 0.17 -3.20 1105.87
1.05 0.17 -3.20 1646.71
1.08 0.17 -3.20 2153.60
1.10 0.17 -3.20 1279.07
1.12 0.17 -3.20 1183.39
1.15 0.17 -3.20 940.63
1.18 0.17 -3.20 1532.75
0.80 0.21 -3.20 149.65
0.82 0.21 -3.20 173.63
0.85 0.21 -3.20 336.92
0.88 0.21 -3.20 54.78
0.90 0.21 -3.20 86.36
0.93 0.21 -3.20 579.58
0.95 0.21 -3.20 290.64
0.98 0.21 -3.20 565.15
1.00 0.21 -3.20 347.34
1.03 0.21 -3.20 205.58
1.05 0.21 -3.20 178.67
1.08 0.21 -3.20 158.52
1.10 0.21 -3.20 800.20
1.12 0.21 -3.20 1045.59
1.15 0.21 -3.20 407.20
1.18 0.21 -3.20 387.24
0.80 0.25 -3.20 537.61
0.82 0.25 -3.20 215.24
0.85 0.25 -3.20 147.95
0.88 0.25 -3.20 80.66
0.90 0.25 -3.20 210.75
0.93 0.25 -3.20 44.40
0.95 0.25 -3.20 184.12
0.98 0.25 -3.20 964.24
1.00 0.25 -3.20 79.72
1.03 0.25 -3.20 203.44
1.05 0.25 -3.20 141.22
1.08 0.25 -3.20 473.03
1.10 0.25 -3.20 70.57
1.12 0.25 -3.20 974.97
1.15 0.25 -3.20 106.02
1.18 0.25 -3.20 3568.29
0.80 0.29 -3.20 272.00
0.82 0.29 -3.20 241.25
0.85 0.29 -3.20 1316.05
0.88 0.29 -3.20 113.24
0.90 0.29 -3.20 129.07
0.93 0.29 -3.20 165.84
0.95 0.29 -3.20 49.85
0.98 0.29 -3.20 19.48
1.00 0.29 -3.20 149.93
1.03 0.29 -3.20 47.88
1.05 0.29 -3.20 78.75
1.08 0.29 -3.20 99.52
1.10 0.29 -3.20 204.10
1.12 0.29 -3.20 239.60
1.15 0.29 -3.20 485.98
1.18 0.29 -3.20 98.60
0.80 0.32 -3.20 139.72
0.82 0.32 -3.20 58.67
0.85 0.32 -3.20 62.95
0.88 0.32 -3.20 475.94
0.90 0.32 -3.20 197.50
0.93 0.32 -3.20 100.88
0.95 0.32 -3.20 820.43
0.98 0.32 -3.20 31.44
1.00 0.32 -3.20 795.49
1.03 0.32 -3.20 158.58
1.05 0.32 -3.20 58.50
1.08 0.32 -3.20 121.53
1.10 0.32 -3.20 3889.23
1.12 0.32 -3.20 208.68
1.15 0.32 -3.20 191.63
1.18 0.32 -3.20 149.72
0.80 0.36 -3.20 118.23
0.82 0.36 -3.20 14.02
0.85 0.36 -3.20 102.74
0.88 0.36 -3.20 94.12
0.90 0.36 -3.20 144.43
0.93 0.36 -3.20 6.69
0.95 0.36 -3.20 74.61
0.98 0.36 -3.20 43.37
1.00 0.36 -3.20 671.16
1.03 0.36 -3.20 79.09
1.05 0.36 -3.20 236.63
1.08 0.36 -3.20 8.50
1.10 0.36 -3.20 10.07
1.12 0.36 -3.20 216.47
1.15 0.36 -3.20 327.70
1.18 0.36 -3.20 570.70
0.80 0.40 -3.20 27.66
0.82 0.40 -3.20 162.87
0.85 0.40 -3.20 14.28
0.88 0.40 -3.20 41.95
0.90 0.40 -3.20 6.02
0.93 0.40 -3.20 332.06
0.95 0.40 -3.20 73.53
0.98 0.40 -3.20 91.63
1.00 0.40 -3.20 73.32
1.03 0.40 -3.20 13.41
1.05 0.40 -3.20 30.73
1.08 0.40 -3.20 4.43
1.10 0.40 -3.20 17.20
1.12 0.40 -3.20 10.62
1.15 0.40 -3.20 70.20
1.18 0.40 -3.20 632.64
0.80 0.44 -3.20 458.39
0.82 0.44 -3.20 53.78
0.85 0.44 -3.20 19.53
0.88 0.44 -3.20 58.87
0.90 0.44 -3.20 55.41
0.93 0.44 -3.20 15.01
0.95 0.44 -3.20 4.41
0.98 0.44 -3.20 21.10
1.00 0.44 -3.20 526.07
1.03 0.44 -3.20 20.56
1.05 0.44 -3.20 259.10
1.08 0.44 -3.20 34.83
1.10 0.44 -3.20 24.32
1.12 0.44 -3.20 128.49
1.15 0.44 -3.20 67.74
1.18 0.44 -3.20 128.74
0.80 0.47 -3.20 16.00
0.82 0.47 -3.20 11.77
0.85 0.47 -3.20 49.12
0.88 0.47 -3.20 42.62
0.90 0.47 -3.20 7.21
0.93 0.47 -3.20 15.09
0.95 0.47 -3.20 525.38
0.98 0.47 -3.20 11.94
1.00 0.47 -3.20 3.47
1.03 0.47 -3.20 19.82
1.05 0.47 -3.20 7.81
1.08 0.47 -3.20 8.80
1.10 0.47 -3.20 3.62
1.12 0.47 -3.20 59.99
1.15 0.47 -3.20 42.59
1.18 0.47 -3.20 44.13
0.80 0.51 -3.20 5.91
0.82 0.51 -3.20 86.11
0.85 0.51 -3.20 3.55
0.88 0.51 -3.20 4.78
0.90 0.51 -3.20 213.91
0.93 0.51 -3.20 16.86
0.95 0.51 -3.20 733.61
0.98 0.51 -3.20 14.89
1.00 0.51 -3.20 3.24
1.03 0.51 -3.20 10.79
1.05 0.51 -3.20 7.93
1.08 0.51 -3.20 17.24
1.10 0.51 -3.20 107.95
1.12 0.51 -3.20 64.44
1.15 0.51 -3.20 26.60
1.18 0.51 -3.20 62.76
0.80 0.55 -3.20 5.72
0.82 0.55 -3.20 2.67
0.85 0.55 -3.20 12.58
0.88 0.55 -3.20 3.09
0.90 0.55 -3.20 2.95
0.93 0.55 -3.20 4.37
0.95 0.55 -3.20 2.75
0.98 0.55 -3.20 3.35
1.00 0.55 -3.20 20.33
1.03 0.55 -3.20 7.90
1.05 0.55 -3.20 56.26
1.08 0.55 -3.20 37.83
1.10 0.55 -3.20 21.55
1.12 0.55 -3.20 59.18
1.15 0.55 -3.20 58.36
1.18 0.55 -3.20 4.29
0.80 0.59 -3.20 47.93
0.82 0.59 -3.20 53.48
0.85 0.59 -3.20 2.68
0.88 0.59 -3.20 14.55
0.90 0.59 -3.20 12.86
0.93 0.59 -3.20 4.03
0.95 0.59 -3.20 2.15
0.98 0.59 -3.20 24.68
1.00 0.59 -3.20 14.26
1.03 0.59 -3.20 7.88
1.05 0.59 -3.20 12.29
1.08 0.59 -3.20 70.99
1.10 0.59 -3.20 4.47
1.12 0.59 -3.20 104.85
1.15 0.59 -3.20 7.67
1.18 0.59 -3.20 92.58
0.80 0.62 -3.20 5.37
0.82 0.62 -3.20 12.67
0.85 0.62 -3.20 92.13
0.88 0.62 -3.20 4.43
0.90 0.62 -3.20 1.83
0.93 0.62 -3.20 6.07
0.95 0.62 -3.20 5.61
0.98 0.62 -3.20 45.45
1.00 0.62 -3.20 2.48
1.03 0.62 -3.20 4.78
1.05 0.62 -3.20 7.33
1.08 0.62 -3.20 32.86
1.10 0.62 -3.20 13.22
1.12 0.62 -3.20 4.37
1.15 0.62 -3.20 4.93
1.18 0.62 -3.20 47.09
0.80 0.66 -3.20 17.49
0.82 0.66 -3.20 1.97
0.85 0.66 -3.20 2.64
0.88 0.66 -3.20 4.71
0.90 0.66 -3.20 7.04
0.93 0.66 -3.20 4.40
0.95 0.66 -3.20 9.53
0.98 0.66 -3.20 15.16
1.00 0.66 -3.20 4.25
1.03 0.66 -3.20 2.83
1.05 0.66 -3.20 2.77
1.08 0.66 -3.20 64.79
1.10 0.66 -3.20 20.71
1.12 0.66 -3.20 117.26
1.15 0.66 -3.20 4.05
1.18 0.66 -3.20 6.28
0.80 0.10 -3.08 3348.82
0.82 0.10 -3.08 696.22
0.85 0.10 -3.08 975.85
0.88 0.10 -3.08 1856.20
0.90 0.10 -3.08 1170.62
0.93 0.10 -3.08 891.52
0.95 0.10 -3.08 5309.70
0.98 0.10 -3.08 1987.37
1.00 0.10 -3.08 1669.50
1.03 0.10 -3.08 1116.37
1.05 0.10 -3.08 1276.13
1.08 0.10 -3.08 3961.70
1.10 0.10 -3.08 2978.16
1.12 0.10 -3.08 7891.58
1.15 0.10 -3.08 21861.01
1.18 0.10 -3.08 2061.93
0.80 0.14 -3.08 614.27
0.82 0.14 -3.08 399.57
0.85 0.14 -3.08 420.03
0.88 0.14 -3.08 795.10
0.90 0.14 -3.08 2108.88
0.93 0.14 -3.08 699.99
0.95 0.14 -3.08 2623.93
0.98 0.14 -3.08 425.14
1.00 0.14 -3.08 4244.08
1.03 0.14 -3.08 508.61
1.05 0.14 -3.08 1762.11
1.08 0.14 -3.08 860.35
1.10 0.14 -3.08 907.76
1.12 0.14 -3.08 417.91
1.15 0.14 -3.08 1220.42
1.18 0.14 -3.08 1626.72
0.80 0.17 -3.08 73.69
0.82 0.17 -3.08 651.76
0.85 0.17 -3.08 725.82
0.88 0.17 -3.08 417.70
0.90 0.17 -3.08 322.49
0.93 0.17 -3.08 1152.87
0.95 0.17 -3.08 185.10
0.98 0.17 -3.08 1005.19
1.00 0.17 -3.08 260.75
1.03 0.17 -3.08 461.70
1.05 0.17 -3.08 957.31
1.08 0.17 -3.08 328.85
1.10 0.17 -3.08 1489.02
1.12 0.17 -3.08 1686.33
1.15 0.17 -3.08 1013.54
1.18 0.17 -3.08 460.25
0.80 0.21 -3.08 426.87
0.82 0.21 -3.08 634.88
0.85 0.21 -3.08 371.61
0.88 0.21 -3.08 173.05
0.90 0.21 -3.08 411.77
0.93 0.21 -3.08 251.54
0.95 0.21 -3.08 129.68
0.98 0.21 -3.08 1010.14
1.00 0.21 -3.08 243.46
1.03 0.21 -3.08 878.05
1.05 0.21 -3.08 216.67
1.08 0.21 -3.08 141.57
1.10 0.21 -3.08 494.56
1.12 0.21 -3.08 155.63
1.15 0.21 -3.08 164.77
1.18 0.21 -3.08 604.55
0.80 0.25 -3.08 100.29
0.82 0.25 -3.08 26.35
0.85 0.25 -3.08 32.81
0.88 0.25 -3.08 113.05
0.90 0.25 -3.08 79.98
0.93 0.25 -3.08 276.96
0.95 0.25 -3.08 91.22
0.98 0.25 -3.08 42.96
1.00 0.25 -3.08 196.85
1.03 0.25 -3.08 87.04
1.05 0.25 -3.08 598.27
1.08 0.25 -3.08 4981.49
1.10 0.25 -3.08 360.78
1.12 0.25 -3.08 95.49
1.15 0.25 -3.08 62.83
1.18 0.25 -3.08 1790.62
0.80 0.29 -3.08 42.98
0.82 0.29 -3.08 321.48
0.85 0.29 -3.08 59.09
0.88 0.29 -3.08 88.85
0.90 0.29 -3.08 48.99
0.93 0.29 -3.08 118.12
0.95 0.29 -3.08 75.37
0.98 0.29 -3.08 338.34
1.00 0.29 -3.08 78.53
1.03 0.29 -3.08 207.30
1.05 0.29 -3.08 567.21
1.08 0.29 -3.08 249.50
1.10 0.29 -3.08 339.13
1.12 0.29 -3.08 211.45
1.15 0.29 -3.08 101.55
1.18 0.29 -3.08 196.67
0.80 0.32 -3.08 289.68
0.82 0.32 -3.08 127.09
0.85 0.32 -3.08 52.13
0.88 0.32 -3.08 185.19
0.90 0.32 -3.08 28.24
0.93 0.32 -3.08 13.10
0.95 0.32 -3.08 127.43
0.98 0.32 -3.08 71.58
1.00 0.32 -3.08 76.47
1.03 0.32 -3.08 1389.90
1.05 0.32 -3.08 100.24
1.08 0.32 -3.08 118.17
1.10 0.32 -3.08 3178.02
1.12 0.32 -3.08 182.15
1.15 0.32 -3.08 52.55
1.18 0.32 -3.08 430.23
0.80 0.36 -3.08 6.53
0.82 0.36 -3.08 99.45
0.85 0.36 -3.08 93.20
0.88 0.36 -3.08 98.77
0.90 0.36 -3.08 143.99
0.93 0.36 -3.08 155.73
0.95 0.36 -3.08 11.90
0.98 0.36 -3.08 120.10
1.00 0.36 -3.08 865.19
1.03 0.36 -3.08 47.67
1.05 0.36 -3.08 55.51
1.08 0.36 -3.08 277.23
1.10 0.36 -3.08 21.31
1.12 0.36 -3.08 501.47
1.15 0.36 -3.08 182.92
1.18 0.36 -3.08 622.59
0.80 0.40 -3.08 42.09
0.82 0.40 -3.08 576.05
0.85 0.40 -3.08 8.91
0.88 0.40 -3.08 104.82
0.90 0.40 -3.08 32.77
0.93 0.40 -3.08 172.04
0.95 0.40 -3.08 3.40
0.98 0.40 -3.08 9.71
1.00 0.40 -3.08 56.84
1.03 0.40 -3.08 31.47
1.05 0.40 -3.08 12.18
1.08 0.40 -3.08 51.10
1.10 0.40 -3.08 301.91
1.12 0.40 -3.08 504.68
1.15 0.40 -3.08 174.83
1.18 0.40 -3.08 40.06
0.80 0.44 -3.08 21.60
0.82 0.44 -3.08 13.41
0.85 0.44 -3.08 31.18
0.88 0.44 -3.08 72.91
0.90 0.44 -3.08 19.89
0.93 0.44 -3.08 10.73
0.95 0.44 -3.08 27.16
0.98 0.44 -3.08 5.04
1.00 0.44 -3.08 48.54
1.03 0.44 -3.08 8.78
1.05 0.44 -3.08 39.84
1.08 0.44 -3.08 48.90
1.10 0.44 -3.08 17.66
1.12 0.44 -3.08 12.27
1.15 0.44 -3.08 10.24
1.18 0.44 -3.08 104.53
0.80 0.47 -3.08 3.55
0.82 0.47 -3.08 17.68
0.85 0.47 -3.08 4.12
0.88 0.47 -3.08 27.85
0.90 0.47 -3.08 41.42
0.93 0.47 -3.08 11.95
0.95 0.47 -3.08 32.96
0.98 0.47 -3.08 12.22
1.00 0.47 -3.08 14.59
1.03 0.47 -3.08 8.69
1.05 0.47 -3.08 13.34
1.08 0.47 -3.08 171.97
