0.50 0.10 -3.80 31.15
0.61 0.10 -3.80 66.17
0.71 0.10 -3.80 75.92
0.82 0.10 -3.80 444.83
0.93 0.10 -3.80 561.87
1.03 0.10 -3.80 451.97
1.14 0.10 -3.80 296.86
1.24 0.10 -3.80 360.48
1.35 0.10 -3.80 192.84
1.46 0.10 -3.80 174.45
1.56 0.10 -3.80 142.75
1.67 0.10 -3.80 131.12
1.78 0.10 -3.80 114.57
1.88 0.10 -3.80 107.00
1.99 0.10 -3.80 98.50
2.09 0.10 -3.80 93.49
0.50 0.17 -3.80 21.21
0.61 0.17 -3.80 32.58
0.71 0.17 -3.80 49.87
0.82 0.17 -3.80 241.95
0.93 0.17 -3.80 685.88
1.03 0.17 -3.80 528.68
1.14 0.17 -3.80 296.49
1.24 0.17 -3.80 328.10
1.35 0.17 -3.80 203.38
1.46 0.17 -3.80 183.39
1.56 0.17 -3.80 174.93
1.67 0.17 -3.80 123.60
1.78 0.17 -3.80 107.87
1.88 0.17 -3.80 102.18
1.99 0.17 -3.80 103.04
2.09 0.17 -3.80 96.06
0.50 0.24 -3.80 9.90
0.61 0.24 -3.80 20.83
0.71 0.24 -3.80 74.51
0.82 0.24 -3.80 377.94
0.93 0.24 -3.80 341.95
1.03 0.24 -3.80 200.36
1.14 0.24 -3.80 252.34
1.24 0.24 -3.80 232.05
1.35 0.24 -3.80 200.19
1.46 0.24 -3.80 170.55
1.56 0.24 -3.80 173.29
1.67 0.24 -3.80 117.31
1.78 0.24 -3.80 117.84
1.88 0.24 -3.80 109.17
1.99 0.24 -3.80 97.69
2.09 0.24 -3.80 97.90
0.50 0.31 -3.80 11.06
0.61 0.31 -3.80 13.37
0.71 0.31 -3.80 35.43
0.82 0.31 -3.80 30.52
0.93 0.31 -3.80 479.65
1.03 0.31 -3.80 89.13
1.14 0.31 -3.80 283.82
1.24 0.31 -3.80 208.95
1.35 0.31 -3.80 244.85
1.46 0.31 -3.80 200.15
1.56 0.31 -3.80 157.78
1.67 0.31 -3.80 176.14
1.78 0.31 -3.80 108.31
1.88 0.31 -3.80 118.79
1.99 0.31 -3.80 104.05
2.09 0.31 -3.80 98.26
0.50 0.38 -3.80 18.77
0.61 0.38 -3.80 20.31
0.71 0.38 -3.80 33.46
0.82 0.38 -3.80 402.48
0.93 0.38 -3.80 119.05
1.03 0.38 -3.80 298.40
1.14 0.38 -3.80 162.71
1.24 0.38 -3.80 253.14
1.35 0.38 -3.80 193.60
1.46 0.38 -3.80 152.21
1.56 0.38 -3.80 161.48
1.67 0.38 -3.80 158.49
1.78 0.38 -3.80 122.41
1.88 0.38 -3.80 104.91
1.99 0.38 -3.80 108.11
2.09 0.38 -3.80 104.13
0.50 0.44 -3.80 4.60
0.61 0.44 -3.80 4.71
0.71 0.44 -3.80 11.09
0.82 0.44 -3.80 7.97
0.93 0.44 -3.80 50.21
1.03 0.44 -3.80 195.42
1.14 0.44 -3.80 143.04
1.24 0.44 -3.80 212.53
1.35 0.44 -3.80 160.43
1.46 0.44 -3.80 189.15
1.56 0.44 -3.80 240.50
1.67 0.44 -3.80 141.62
1.78 0.44 -3.80 112.56
1.88 0.44 -3.80 118.27
1.99 0.44 -3.80 98.82
2.09 0.44 -3.80 101.42
0.50 0.51 -3.80 22.75
